x, y, theta, stamp, 
0.7094686627388, 0.0, 0.0, 1762663467094608781, 
0.7203612327575684, 0.0, 0.0, 1762663467203572587, 
0.729857474565506, 0.0, 0.0, 1762663467298523128, 
0.7407861351966858, 0.0, 0.0, 1762663467407804983, 
0.7501794099807739, 0.0, 0.0, 1762663467501717557, 
0.7595157325267792, 0.0, 0.0, 1762663467595092451, 
0.7706989347934723, 0.0, 0.0, 1762663467706910047, 
0.7800412178039551, 0.0, 0.0, 1762663467800388061, 
0.7908799946308136, 0.0, 0.0, 1762663467908762320, 
0.8002743721008301, 0.0, 0.0, 1762663468002716704, 
0.809671014547348, 0.0, 0.0, 1762663468096685088, 
0.8205245137214661, 0.0, 0.0, 1762663468205221510, 
0.829887330532074, 0.0, 0.0, 1762663468298848269, 
0.8407628536224365, 0.0, 0.0, 1762663468407580898, 
0.8497803807258606, 0.0, 0.0, 1762663468497780144, 
0.8606799244880676, 0.0, 0.0, 1762663468606775090, 
0.8698302209377289, 0.0, 0.0, 1762663468698257628, 
0.880724310874939, 0.0, 0.0, 1762663468807186715, 
0.8900600671768188, 0.0, 0.0, 1762663468900493191, 
0.9008061289787292, 0.0, 0.0, 1762663469008038033, 
0.9100916087627411, 0.0, 0.0, 1762663469100890545, 
0.919476181268692, 0.0, 0.0, 1762663469194681562, 
0.9304964542388916, 0.0, 0.0, 1762663469304883002, 
0.9398886561393738, 0.0, 0.0, 1762663469398848537, 
0.950570821762085, 0.0, 0.0, 1762663469505682783, 
0.9597422778606415, 0.0, 0.0, 1762663469597390404, 
0.9694058299064636, 0.0, 0.0, 1762663469693988333, 
0.9802940189838409, 0.0, 0.0, 1762663469802863366, 
0.9895052015781403, 0.0, 0.0, 1762663469895000476, 
0.0005079507827758789, 0.0, 0.0, 1762663470005050457, 
0.009899646043777466, 0.0, 0.0, 1762663470098967795, 
0.019400835037231445, 0.0, 0.0, 1762663470193975977, 
0.030309557914733887, 0.0, 0.0, 1762663470303069034, 
0.03993615508079529, 0.0, 0.0, 1762663470399310408, 
0.05084693431854248, 0.0, 0.0, 1762663470508428450, 
0.06002408266067505, 0.0, 0.0, 1762663470600209987, 
0.06935769319534302, 0.0, 0.0, 1762663470693551328, 
0.08041900396347046, 0.0, 0.0, 1762663470804151512, 
0.0897165834903717, 0.0, 0.0, 1762663470897127992, 
0.10050094127655029, 0.0, 0.0, 1762663471004960306, 
0.10976412892341614, 0.0, 0.0, 1762663471097614196, 
0.12037575244903564, 0.0, 0.0, 1762663471203731434, 
0.12982049584388733, 0.0, 0.0, 1762663471298164323, 
0.1406804919242859, 0.0, 0.0, 1762663471406765991, 
0.15001744031906128, 0.0, 0.0, 1762663471500146278, 
0.1593775451183319, 0.0, 0.0, 1762663471593750286, 
0.17034316062927246, 0.0, 0.0, 1762663471703383546, 
0.17951953411102295, 0.0, 0.0, 1762663471795163217, 
0.19032976031303406, 0.0, 0.0, 1762663471903243923, 
0.19954100251197815, 0.0, 0.0, 1762663471995381845, 
0.21040046215057373, 0.0, 0.0, 1762663472103979433, 
0.21994304656982422, 0.0, 0.0, 1762663472199400795, 
0.22945266962051392, 0.0, 0.0, 1762663472294496437, 
0.24034136533737183, 0.0, 0.0, 1762663472403311479, 
0.2496991753578186, 0.0, 0.0, 1762663472496955493, 
0.2594149112701416, 0.0, 0.0, 1762663472594124949, 
0.27000486850738525, 0.0, 0.0, 1762663472700025591, 
0.27937769889831543, 0.0, 0.0, 1762663472793748642, 
0.29069972038269043, 0.0, 0.0, 1762663472906857343, 
0.2999444901943207, 0.0, 0.0, 1762663472999420361, 
0.30943143367767334, 0.0, 0.0, 1762663473094289884, 
0.3204061985015869, 0.0, 0.0, 1762663473204033708, 
0.3297926187515259, 0.0, 0.0, 1762663473297898146, 
0.34069713950157166, 0.0, 0.0, 1762663473406931282, 
0.3499239683151245, 0.0, 0.0, 1762663473499213103, 
0.3595011234283447, 0.0, 0.0, 1762663473594981797, 
0.3697787821292877, 0.0, 0.0, 1762663473697747143, 
0.38083112239837646, 0.0, 0.0, 1762663473807959734, 
0.3902226984500885, 0.0, 0.0, 1762663473902163343, 
0.39954429864883423, 0.0, 0.0, 1762663473995397658, 
0.4104706645011902, 0.0, 0.0, 1762663474104671603, 
0.41995930671691895, 0.0, 0.0, 1762663474199568699, 
0.43062472343444824, 0.0, 0.0, 1762663474306220710, 
0.4400172233581543, 0.0, 0.0, 1762663474400149333, 
0.44936633110046387, 0.0, 0.0, 1762663474493617792, 
0.45944324135780334, 0.0, 0.0, 1762663474594408235, 
0.47082793712615967, 0.0, 0.0, 1762663474708202611, 
0.47992658615112305, 0.0, 0.0, 1762663474799238172, 
0.489452600479126, 0.0, 0.0, 1762663474894474735, 
0.5002258121967316, 0.0, 0.0, 1762663475002232592, 
0.5098242461681366, 0.0, 0.0, 1762663475098207889, 
0.5207064151763916, 0.0, 0.0, 1762663475207036151, 
0.5299987494945526, 0.0, 0.0, 1762663475299938766, 
0.5397515296936035, 0.0, 0.0, 1762663475397482712, 
0.5502125322818756, 0.0, 0.0, 1762663475502082822, 
0.5594702661037445, 0.0, 0.0, 1762663475594663433, 
0.5695139467716217, 0.0, 0.0, 1762663475695114032, 
0.5794711112976074, 0.0, 0.0, 1762663475794684738, 
0.590413510799408, 0.0, 0.0, 1762663475904083631, 
0.5998048186302185, 0.0, 0.0, 1762663475998007104, 
0.6105689704418182, 0.0, 0.0, 1762663476105636064, 
0.6196176409721375, 0.0, 0.0, 1762663476196142001, 
0.6303368210792542, 0.0, 0.0, 1762663476303344498, 
0.6398614346981049, 0.0, 0.0, 1762663476398567493, 
0.6505635976791382, 0.0, 0.0, 1762663476505610425, 
0.6594933271408081, 0.0, 0.0, 1762663476594909826, 
0.670791745185852, 0.0, 0.0, 1762663476707893863, 
0.6800261735916138, 0.0, 0.0, 1762663476800237337, 
0.689403235912323, 0.0, 0.0, 1762663476894005249, 
0.7002241909503937, 0.0, 0.0, 1762663477002215821, 
0.7096526026725769, 0.0, 0.0, 1762663477096498190, 
0.7203495800495148, 0.0, 0.0, 1762663477203443789, 
0.7295862138271332, 0.0, 0.0, 1762663477295838742, 
0.7394537925720215, 0.0, 0.0, 1762663477394512413, 
0.74970343708992, 0.0, 0.0, 1762663477497006892, 
0.7595183551311493, 0.0, 0.0, 1762663477595159800, 
0.7697161734104156, 0.0, 0.0, 1762663477697125242, 
0.7798818349838257, 0.0, 0.0, 1762663477798770703, 
0.7898954451084137, 0.0, 0.0, 1762663477898928934, 
0.8007017076015472, 0.0, 0.0, 1762663478006963974, 
0.8100379705429077, 0.0, 0.0, 1762663478100252506, 
0.8193837404251099, 0.0, 0.0, 1762663478193795245, 
0.8301122784614563, 0.0, 0.0, 1762663478301097668, 
0.8394404053688049, 0.0, 0.0, 1762663478394322057, 
0.8501497507095337, 0.0, 0.0, 1762663478501471916, 
0.8594395816326141, 0.0, 0.0, 1762663478594365930, 
0.8703680038452148, 0.0, 0.0, 1762663478703591578, 
0.8796573877334595, 0.0, 0.0, 1762663478796546985, 
0.890800952911377, 0.0, 0.0, 1762663478907892282, 
0.9001238346099854, 0.0, 0.0, 1762663479001208391, 
0.9093936681747437, 0.0, 0.0, 1762663479093913408, 
0.9204036295413971, 0.0, 0.0, 1762663479204011246, 
0.9299067854881287, 0.0, 0.0, 1762663479299044898, 
0.9408672153949738, 0.0, 0.0, 1762663479408622982, 
0.9503394365310669, 0.0, 0.0, 1762663479503337706, 
0.9595434069633484, 0.0, 0.0, 1762663479595371853, 
0.9704599678516388, 0.0, 0.0, 1762663479704575798, 
0.9797017872333527, 0.0, 0.0, 1762663479796994187, 
0.9906600713729858, 0.0, 0.0, 1762663479906574850, 
0.9998851120471954, 0.0, 0.0, 1762663479998814855, 
0.010485976934432983, 0.0, 0.0, 1762663480104835506, 
0.01990845799446106, 0.0, 0.0, 1762663480199058083, 
0.03080904483795166, 0.0, 0.0, 1762663480308023378, 
0.04018476605415344, 0.0, 0.0, 1762663480401821485, 
0.04959779977798462, 0.0, 0.0, 1762663480495953882, 
0.059739768505096436, 0.0, 0.0, 1762663480597371108, 
0.06983217597007751, 0.0, 0.0, 1762663480698286032, 
0.08084318041801453, 0.0, 0.0, 1762663480808345855, 
0.09014838933944702, 0.0, 0.0, 1762663480901455774, 
0.09943127632141113, 0.0, 0.0, 1762663480994289374, 
0.11036556959152222, 0.0, 0.0, 1762663481103627666, 
0.11977648735046387, 0.0, 0.0, 1762663481197734116, 
0.13076236844062805, 0.0, 0.0, 1762663481307547203, 
0.1399959921836853, 0.0, 0.0, 1762663481399901504, 
0.15060198307037354, 0.0, 0.0, 1762663481505991617, 
0.15978440642356873, 0.0, 0.0, 1762663481597812303, 
0.16937455534934998, 0.0, 0.0, 1762663481693721327, 
0.18048211932182312, 0.0, 0.0, 1762663481804744955, 
0.18972355127334595, 0.0, 0.0, 1762663481897176113, 
0.200755774974823, 0.0, 0.0, 1762663482007532344, 
0.20997142791748047, 0.0, 0.0, 1762663482099679618, 
0.2193814218044281, 0.0, 0.0, 1762663482193790214, 
0.23064005374908447, 0.0, 0.0, 1762663482306323671, 
0.239996075630188, 0.0, 0.0, 1762663482399910467, 
0.2509079873561859, 0.0, 0.0, 1762663482509045139, 
0.2602393329143524, 0.0, 0.0, 1762663482602365447, 
0.26959657669067383, 0.0, 0.0, 1762663482695938339, 
0.28058549761772156, 0.0, 0.0, 1762663482805828468, 
0.29008233547210693, 0.0, 0.0, 1762663482900797641, 
0.2994860112667084, 0.0, 0.0, 1762663482994835888, 
0.3104797899723053, 0.0, 0.0, 1762663483104770847, 
0.31989046931266785, 0.0, 0.0, 1762663483198877549, 
0.33039775490760803, 0.0, 0.0, 1762663483303953452, 
0.33963343501091003, 0.0, 0.0, 1762663483396302260, 
0.3501014709472656, 0.0, 0.0, 1762663483500968896, 
0.35958781838417053, 0.0, 0.0, 1762663483595854625, 
0.37059342861175537, 0.0, 0.0, 1762663483705908693, 
0.37959325313568115, 0.0, 0.0, 1762663483795907940, 
0.38946932554244995, 0.0, 0.0, 1762663483894648208, 
0.39981886744499207, 0.0, 0.0, 1762663483998159021, 
0.40948620438575745, 0.0, 0.0, 1762663484094833687, 
0.42045116424560547, 0.0, 0.0, 1762663484204484213, 
0.42971646785736084, 0.0, 0.0, 1762663484297059938, 
0.43956542015075684, 0.0, 0.0, 1762663484395260390, 
0.44958311319351196, 0.0, 0.0, 1762663484495719633, 
0.4596429467201233, 0.0, 0.0, 1762663484596398088, 
0.470075786113739, 0.0, 0.0, 1762663484700724323, 
