e, e_dot, e_int, stamp, 
2.04273295380691, 0.058204715697688, 0.4078514059545772, 1762614867812210089, 
2.0514183899184566, 0.05808120440885448, 0.408222757730678, 1762614867911750062, 
2.0601882337225597, 0.05818426638549923, 0.4101132069419725, 1762614868012124248, 
2.0601882337225597, 0.05818426638549923, 0.4101132069419725, 1762614868012124248, 
2.0691133310977987, 0.05898313726447372, 0.4167644652354891, 1762614868114039343, 
2.0691133310977987, 0.05898313726447372, 0.4167644652354891, 1762614868114039343, 
2.0777499584950245, 0.058539082574882904, 0.41503206694228595, 1762614868212718072, 
2.0777499584950245, 0.058539082574882904, 0.41503206694228595, 1762614868212718072, 
2.0865115688570572, 0.05799412586419509, 0.4125465067660523, 1762614868312589815, 
2.0865115688570572, 0.05799412586419509, 0.4125465067660523, 1762614868312589815, 
2.0952738194867724, 0.05841286997249284, 0.4165948432621822, 1762614868412378983, 
2.0952738194867724, 0.05841286997249284, 0.4165948432621822, 1762614868412378983, 
2.1040584034016363, 0.0584894484819302, 0.4184017246312467, 1762614868512277433, 
2.1040584034016363, 0.0584894484819302, 0.4184017246312467, 1762614868512277433, 
2.112895838745724, 0.05874006419650524, 0.4210468229013597, 1762614868612489064, 
2.112895838745724, 0.05874006419650524, 0.4210468229013597, 1762614868612489064, 
2.1218526974994605, 0.05931431365941394, 0.4264847518243233, 1762614868714122081, 
2.1218526974994605, 0.05931431365941394, 0.4264847518243233, 1762614868714122081, 
2.1305391779232075, 0.05881113059161169, 0.4248585228247307, 1762614868812727549, 
2.1305391779232075, 0.05881113059161169, 0.4248585228247307, 1762614868812727549, 
2.1394369345245448, 0.05861412341694757, 0.4246116955722964, 1762614868913413258, 
2.1394369345245448, 0.05861412341694757, 0.4246116955722964, 1762614868913413258, 
2.1481312928257346, 0.05864038300842367, 0.42573089583353135, 1762614869011725884, 
2.1481312928257346, 0.05864038300842367, 0.42573089583353135, 1762614869011725884, 
2.1570615909991733, 0.058748854915428396, 0.4277589465408096, 1762614869112536695, 
2.1570615909991733, 0.058748854915428396, 0.4277589465408096, 1762614869112536695, 
2.165922079816041, 0.059302623301021505, 0.4331006804802841, 1762614869212510764, 
2.165922079816041, 0.059302623301021505, 0.4331006804802841, 1762614869212510764, 
2.174861632050245, 0.05933347017023897, 0.4346675546274325, 1762614869313219014, 
2.174861632050245, 0.05933347017023897, 0.4346675546274325, 1762614869313219014, 
2.183676218945928, 0.059180463766289236, 0.43479826975559827, 1762614869412434562, 
2.183676218945928, 0.059180463766289236, 0.43479826975559827, 1762614869412434562, 
2.1925583146459107, 0.058988941985552344, 0.43474773727916116, 1762614869512306797, 
2.1925583146459107, 0.058988941985552344, 0.43474773727916116, 1762614869512306797, 
2.201473792989403, 0.05932524681158421, 0.43841707992016826, 1762614869612390409, 
2.201473792989403, 0.05932524681158421, 0.43841707992016826, 1762614869612390409, 
2.210339824469938, 0.059271699413424216, 0.43930800071302567, 1762614869711860065, 
2.210339824469938, 0.059271699413424216, 0.43930800071302567, 1762614869711860065, 
2.2192301032557817, 0.05918770088792898, 0.44019465597932395, 1762614869811542160, 
2.2192301032557817, 0.05918770088792898, 0.44019465597932395, 1762614869811542160, 
2.2281784154611706, 0.05946196997077546, 0.443552911803947, 1762614869911726246, 
2.2281784154611706, 0.05946196997077546, 0.443552911803947, 1762614869911726246, 
1.4150462707181868, -2.6806127751253164, 0.3912181519464227, 1762614870011740626, 
1.4150462707181868, -2.6806127751253164, 0.3912181519464227, 1762614870011740626, 
1.4221725087046448, -2.6866863558550853, 0.33848110600551046, 1762614870112192918, 
1.4221725087046448, -2.6866863558550853, 0.33848110600551046, 1762614870112192918, 
1.4293146971334905, 0.047561421384345604, 0.28540019419053636, 1762614870212418902, 
1.4293146971334905, 0.047561421384345604, 0.28540019419053636, 1762614870212418902, 
1.4364241989860294, 0.0475056342712817, 0.2851356530634982, 1762614870311685603, 
1.4364241989860294, 0.0475056342712817, 0.2851356530634982, 1762614870311685603, 
1.4436464775689666, 0.04777260145158705, 0.2867816687863429, 1762614870412063383, 
1.4436464775689666, 0.04777260145158705, 0.2867816687863429, 1762614870412063383, 
1.4508829147407565, 0.04819571918242375, 0.2893769980433194, 1762614870512133605, 
1.4508829147407565, 0.04819571918242375, 0.2893769980433194, 1762614870512133605, 
1.4581167218215312, 0.04823414750854867, 0.2897703971318702, 1762614870611783546, 
1.4581167218215312, 0.04823414750854867, 0.2897703971318702, 1762614870611783546, 
1.465454756948416, 0.04857280735886501, 0.2919963662003316, 1762614870712384658, 
1.465454756948416, 0.04857280735886501, 0.2919963662003316, 1762614870712384658, 
1.472742861736155, 0.04875379971541305, 0.29321566535557403, 1762614870811870921, 
1.472742861736155, 0.04875379971541305, 0.29321566535557403, 1762614870811870921, 
1.4801122664977757, 0.04885836516453246, 0.29404571586737827, 1762614870912039542, 
1.4801122664977757, 0.04885836516453246, 0.29404571586737827, 1762614870912039542, 
1.487501849886525, 0.04919662716789933, 0.2963075136703617, 1762614871012062605, 
1.487501849886525, 0.04919662716789933, 0.2963075136703617, 1762614871012062605, 
1.4948923461361079, 0.04926693212777389, 0.2969871860664222, 1762614871111694504, 
1.4948923461361079, 0.04926693212777389, 0.2969871860664222, 1762614871111694504, 
1.5023638423263959, 0.049539974799569876, 0.29890023895028883, 1762614871212006662, 
1.5023638423263959, 0.049539974799569876, 0.29890023895028883, 1762614871212006662, 
1.5098310531917563, 0.04979569018549457, 0.30074123137499603, 1762614871311873388, 
1.5098310531917563, 0.04979569018549457, 0.30074123137499603, 1762614871311873388, 
1.5173338733206523, 0.04990010331418807, 0.30169058023153733, 1762614871411822534, 
1.5173338733206523, 0.04990010331418807, 0.30169058023153733, 1762614871411822534, 
1.5248834700709089, 0.050174722930508654, 0.3036772601529114, 1762614871512010052, 
1.5248834700709089, 0.050174722930508654, 0.3036772601529114, 1762614871512010052, 
1.5324348204131626, 0.0503364903083677, 0.3050216608101289, 1762614871611851946, 
1.5324348204131626, 0.0503364903083677, 0.3050216608101289, 1762614871611851946, 
1.5400266756449765, 0.05047735191355892, 0.30626262452745096, 1762614871711861897, 
1.5400266756449765, 0.05047735191355892, 0.30626262452745096, 1762614871711861897, 
1.5476322219688667, 0.0506580051856805, 0.3077309257035912, 1762614871811673169, 
1.5476322219688667, 0.0506580051856805, 0.3077309257035912, 1762614871811673169, 
1.555298983050347, 0.05090769135123482, 0.3096939683285805, 1762614871911967504, 
1.555298983050347, 0.05090769135123482, 0.3096939683285805, 1762614871911967504, 
1.5629992520690021, 0.05122343366711801, 0.31208631107958923, 1762614872012331739, 
1.5629992520690021, 0.05122343366711801, 0.31208631107958923, 1762614872012331739, 
1.5706561986618892, 0.0511907187051408, 0.31231202699502014, 1762614872111785202, 
1.5706561986618892, 0.0511907187051408, 0.31231202699502014, 1762614872111785202, 
1.5783641552296797, 0.05121634386892504, 0.31295749622479596, 1762614872211582287, 
1.5783641552296797, 0.05121634386892504, 0.31295749622479596, 1762614872211582287, 
1.5861232078674574, 0.05155669735189402, 0.3155485290503599, 1762614872311704291, 
1.5861232078674574, 0.05155669735189402, 0.3155485290503599, 1762614872311704291, 
1.5939419156378352, 0.05192586802718502, 0.31831966772865095, 1762614872412270150, 
1.5939419156378352, 0.05192586802718502, 0.31831966772865095, 1762614872412270150, 
1.6016925219320244, 0.051897713548556546, 0.3186941181286954, 1762614872511647999, 
1.6016925219320244, 0.051897713548556546, 0.3186941181286954, 1762614872511647999, 
1.6095095691151866, 0.05189217825783817, 0.3192125300582891, 1762614872611564404, 
1.6095095691151866, 0.05189217825783817, 0.3192125300582891, 1762614872611564404, 
1.617392909462582, 0.05233462510185897, 0.3225028241935175, 1762614872712018598, 
1.617392909462582, 0.05233462510185897, 0.3225028241935175, 1762614872712018598, 
1.6252362691377373, 0.05242233340850241, 0.3236272239916962, 1762614872811657955, 
1.6252362691377373, 0.05242233340850241, 0.3236272239916962, 1762614872811657955, 
1.6331799714596524, 0.05262353999023454, 0.325409893657983, 1762614872912237608, 
1.6331799714596524, 0.05262353999023454, 0.325409893657983, 1762614872912237608, 
1.641047692812229, 0.0527047455816391, 0.3266252667468222, 1762614873011654488, 
1.641047692812229, 0.0527047455816391, 0.3266252667468222, 1762614873011654488, 
1.649008137290698, 0.052760552770151715, 0.32764314942152883, 1762614873111888709, 
1.649008137290698, 0.052760552770151715, 0.32764314942152883, 1762614873111888709, 
1.6569707752082397, 0.0530769413200353, 0.3302262038350138, 1762614873211911873, 
1.6569707752082397, 0.0530769413200353, 0.3302262038350138, 1762614873211911873, 
1.6649391211894737, 0.053103279662585955, 0.3310978479933594, 1762614873311709655, 
1.6649391211894737, 0.053103279662585955, 0.3310978479933594, 1762614873311709655, 
1.6729719577003246, 0.053337274973616434, 0.3332050387703699, 1762614873412039753, 
1.6729719577003246, 0.053337274973616434, 0.3332050387703699, 1762614873412039753, 
1.6809895222607383, 0.05350133690421514, 0.3349447650437579, 1762614873511919696, 
1.6809895222607383, 0.05350133690421514, 0.3349447650437579, 1762614873511919696, 
1.6890327470044044, 0.053535964346932786, 0.33587050260378704, 1762614873611843969, 
1.6890327470044044, 0.053535964346932786, 0.33587050260378704, 1762614873611843969, 
1.6970882943415184, 0.05366257360260048, 0.33740007487097123, 1762614873711678555, 
1.6970882943415184, 0.05366257360260048, 0.33740007487097123, 1762614873711678555, 
1.7052061619228793, 0.05391138306158302, 0.3397360638431118, 1762614873812029137, 
1.7052061619228793, 0.05391138306158302, 0.3397360638431118, 1762614873812029137, 
1.7132828480601647, 0.05398184572882103, 0.3409386189496434, 1762614873911619988, 
1.7132828480601647, 0.05398184572882103, 0.3409386189496434, 1762614873911619988, 
1.7214466691892998, 0.05413502422140152, 0.3426602523914303, 1762614874012027896, 
1.7214466691892998, 0.05413502422140152, 0.3426602523914303, 1762614874012027896, 
1.7295740387396517, 0.05430396893162307, 0.3445414556977515, 1762614874111767860, 
1.7295740387396517, 0.05430396893162307, 0.3445414556977515, 1762614874111767860, 
1.737737059471839, 0.05430130094179771, 0.34534614959398213, 1762614874211697739, 
1.737737059471839, 0.05430130094179771, 0.34534614959398213, 1762614874211697739, 
1.745977082498087, 0.05467681252811755, 0.3485114167869028, 1762614874312319645, 
1.745977082498087, 0.05467681252811755, 0.3485114167869028, 1762614874312319645, 
1.754146321105445, 0.054697538778686695, 0.3495057775426074, 1762614874411878202, 
1.754146321105445, 0.054697538778686695, 0.3495057775426074, 1762614874411878202, 
1.7624165206489102, 0.054798127169410904, 0.35102568495591246, 1762614874512427781, 
1.7624165206489102, 0.054798127169410904, 0.35102568495591246, 1762614874512427781, 
1.7706132787589093, 0.05488985884488059, 0.3524463747964955, 1762614874611860026, 
1.7706132787589093, 0.05488985884488059, 0.3524463747964955, 1762614874611860026, 
