odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
6.051569079717549e-05, -9.982331825908812e-07, 1.8812475424009678e-06, 2.537806690517546e-06, -6.161613895830225e-08, 0.03220043547874087, 0.0633837534957477, -0.0008426563111905155, 51790000000, 
6.196272907210966e-05, -1.0006793771164997e-06, 2.4993086035035873e-06, 1.4263910866357762e-06, -8.575592735943986e-08, 0.036326777541252325, 0.062405511682443, 0.0016645389613373263, 76100000000, 
6.197064509173744e-05, -1.00077554126132e-06, 2.503616958335714e-06, 3.1690455468400173e-06, -5.904086124260885e-08, 0.030105628020582892, 0.06007270264480629, 0.00017143109943461358, 76270000000, 
0.009895459363227041, 3.493581834066861e-05, 0.017999535797843434, 0.10111707465725894, 0.5603544148372459, 0.04013477158880747, 0.05602504802025014, 0.019554806026823173, 76576000000, 
0.04438601816634705, 0.0026925623765834657, 0.12316195229421771, 0.19631637108456843, 0.4773047534116104, 0.06667718478230314, 0.06399295089870721, 0.10718022028593727, 76780000000, 
0.06421760577773165, 0.005654842837089586, 0.17425124646158383, 0.19627355626063125, 0.4958763696157014, 0.11078901900902856, 0.06887797547446993, 0.20588355625578564, 76882000000, 
0.10330957806407962, 0.014592005488969072, 0.2760652580155257, 0.19625506269155454, 0.5015010428482325, 0.14600224493656586, 0.07747977418224081, 0.3093790734284814, 77086000000, 
0.1413016433223904, 0.02746088516328096, 0.37804954156635145, 0.19625529339255077, 0.49975393001558494, 0.1893520201241981, 0.09715608045141455, 0.4073387261109129, 77290000000, 
0.1894839335227952, 0.0504618585078794, 0.5140036531337591, 0.19928538775034818, 0.5000486566085968, 0.22174804086303493, 0.11552686226410382, 0.5069812932549704, 77562000000, 
0.2230002815430138, 0.0716359216946782, 0.6160458071564748, 0.17392821004340753, 0.5034973689373591, 0.2531543562857147, 0.13666981770462186, 0.6086761485919714, 77766000000, 
0.2367324645048785, 0.08186493329151978, 0.6671045141483521, 0.15202029851256774, 0.5040013170528073, 0.28103775449141677, 0.15021329933104438, 0.7061366028089905, 77868000000, 
0.2590311654493265, 0.10128988785422233, 0.7693666107162545, 0.1365472724951905, 0.4999370388821703, 0.2996495443239565, 0.17108558933031193, 0.8064420118903888, 78072000000, 
0.2775818688558685, 0.12091009320526692, 0.8524515312530783, 0.13150327405517484, 0.27816029674784576, 0.3188346682985699, 0.19477940640828945, 0.8770115286527649, 78276000000, 
0.29517335470135453, 0.14204844022918559, 0.8881331788208826, 0.13718662583796842, -0.027187807695311875, 0.33386085203174, 0.20614426414824258, 0.8979894998730792, 78480000000, 
0.3140119383863394, 0.16609078908245048, 0.91343573824872, 0.151957253050457, -0.17592295555778653, 0.3581472481880926, 0.23555829218829627, 0.9146152516024701, 78684000000, 
0.3329721805198916, 0.19075695935098314, 0.9336799348042327, 0.15658406003260789, 0.4981120994535548, 0.37339272489506403, 0.2628880981205446, 0.9540708561149641, 78888000000, 
0.35042209731780277, 0.21607069906403603, 1.0056931372803493, 0.1409886068220186, 0.4672088280658178, 0.3886935288626778, 0.2877960594331665, 1.0332512014720825, 79092000000, 
0.36237537379509094, 0.2366007982079982, 1.0732207525514146, 0.13845523897715378, -0.13158829382289136, 0.40003139865919896, 0.3180756610436309, 1.0565592980436396, 79262000000, 
0.37679762642164466, 0.26211019233481603, 1.047711222755848, 0.14256395630353338, 0.13301261545501114, 0.4173379179745155, 0.334247311836382, 1.0600436872164931, 79466000000, 
0.3910205433759865, 0.28715384910902564, 1.0413372367240532, 0.13941139476086306, -0.421261286024854, 0.43635527413829, 0.3601752443167636, 1.0255780110110961, 79670000000, 
